id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
159481,-0.055342953915179,-0.269220442809596,-0.2471400083798599,-9.155616049050197e-05,-0.4068641257445164,0.9094605022683604,3.3463813001547305,-0.5066006099851952,0.2298553282822644,0.2861572025904844,-0.284565219375118,-0.0406459356899815,-0.2118290306226396,-0.3237332690168434,2.5638262289875806,0.4562693816186727,1.8100663204672165,1.446756382796926,1.5339084906872076,-0.8390609131027861,-0.2973807028054279,0.4464624921734709,0.2795228223510446,-0.0947505742366599,-1.471716304316338,1.9340247485898483,0.1304967859021158,-1.3877249476068323,8422.15,0
160928,1.5888386212316308,-0.3286350875940125,0.3693279177711981,0.6381300870762256,0.4087719657060425,0.9798661838924488,0.3502389669790097,-0.1089017689217805,0.1180544291242291,1.365921392418108,-0.4895027849006674,1.7963089692232743,1.016056986899958,0.5235577370729859,-2.5323556613361387,0.8452068726826244,0.2348436330913634,0.2554815639813026,-1.1078061845704137,-0.3819807255329414,-0.0455560657511164,0.6194276722335592,0.0720286058869933,1.747627990071014,0.1225203766074639,0.1839770681783614,-0.2425662818482054,-0.2145294096222912,9800.34,0
168845,1.2239585172131229,-0.9153712619910972,0.0832368346578308,-0.466982993773079,0.055472926854612,0.3871883676324232,0.4025293956881194,-0.1513908566781994,0.965713516185938,0.6418978102640525,-0.2134831901079572,1.0897814636370535,-0.6486850792605976,0.96772428920652,-0.2836680297727613,0.7691169386538647,0.2600251996618587,0.5132750146279871,-0.1073781990287424,0.184682464613934,-0.0291903932125347,-0.07053394660757,0.005811908870548,1.7350880065178014,-0.764581244334398,0.980663588812182,-0.3721232231721217,-0.1305671936320369,14579.21,0
160943,1.81032296116264,-0.6092985657076144,0.0650434596615105,-0.8255797865461834,0.1148554323028355,-0.1802066877317906,0.4099692118540408,-0.2163540471722497,1.4076857799457805,0.4731375756244291,-1.3533431091210328,0.9782581688531468,-0.08806226106239,0.7096130897077874,-0.3768775607317546,0.1386178700534686,0.471042094095448,-0.0713030055156263,0.1879694261249583,-0.3761690423628833,-0.0829427512420256,0.3996465683319201,0.0444132195059415,0.079358966599812,-0.0581942134504558,1.9984445734278349,-0.3341020111615685,-0.2831372019217234,20453.7,0
175267,-0.0154418044923297,-0.5285792799176036,1.1393357256230148,-0.4440615740394269,0.4515346016064675,0.4937040064531231,0.4917889997127088,-0.1901278922648759,1.1951160104347769,0.5424779712474649,-1.027578003510375,0.1730785915295294,-0.5409399242653113,0.006234545155837,1.7262155033763928,0.8272051715131639,0.5808118574777041,1.046880364825871,0.1007278875051322,0.1199002935008773,-0.1609839923461427,0.1143312188824773,0.4133318870255987,1.031004516436984,-1.1518699697005286,0.5426846222986073,-0.2950178235132984,-0.7626396522714336,20984.07,0
369754,0.8338720176937825,0.4594989931267796,-0.6257894119725358,0.8525351205885731,1.924431675667697,-0.4619643360163725,0.9161200213955596,-0.4626236307722584,-0.53866666768673,0.0879942996681881,0.4373901465241688,-0.0882655630095645,-0.8716061122654752,-0.97411548019046,-0.3725958044755629,3.703646332945151,3.9796887038519206,4.245614404203309,-2.255873542825538,-0.4761516517430968,0.2845843957866504,-0.640194944430252,0.1169913899957909,-1.6930279185130417,-1.0793285516699769,0.318988593138917,-0.0855222646868077,0.1929263008651272,23822.4,1
165652,-0.0482301934434481,-0.539634095538099,1.6228205656034644,-2.754886547142413,0.0533431555892662,0.4563175337517333,0.3263948464009875,-0.1042083569259882,-0.5545385998751572,0.9715936325252404,-0.3594709575108266,0.2573694277192628,-0.0030634080352295,0.4734043561457026,-1.3120572248437388,0.4297307732553696,0.4353720132208667,0.8063492446944099,-0.6590646886820056,-0.3876306509117839,-0.1662996802090533,-0.0650092820787332,-0.3794607137641094,1.582027594832007,0.9721494444509504,-0.3963842961469698,0.0883097595152783,0.1600007511188437,3945.8,0
372169,0.0282196483162844,0.8431970347311091,-0.965235857445912,1.5332748043287137,0.3595292924530881,-1.22775535707057,-0.2697724203006993,0.0760315730600437,-1.3920292231278737,-0.890447407192409,1.0263595923036417,-1.1433954529595347,-0.1711607749702924,-1.6117646737584397,1.295265962853471,-0.6138799541127417,-0.2384548985111041,0.2158308423457814,0.4327807937026199,0.6590393849277044,0.1388679408683578,-0.433762254277224,-0.1142973649980968,-1.2393206143794953,-0.580082171582348,1.071867906624405,0.8417501402273184,0.7958723612837794,21608.11,1
171641,-0.068228669004721,-0.2934622733310574,0.3511090020342624,-2.265637514684221,0.4375825248086564,0.24307775028528,0.534410627110788,-0.0501490163330953,-0.2347623652838998,0.5774716084629776,-0.9389934793697824,0.2295561365534927,-0.7639612774143498,0.9756634617960936,-1.5519261047565085,1.6802555021101857,0.3599082355496447,-0.1597345297467601,0.4301295401004312,-0.1650155186112447,-0.0736961418713518,-0.0082488027021851,-0.3202463043158134,-1.8998735579532484,0.2419374617220175,-0.7446788330133839,-0.0130670911979231,0.1137173025076942,13645.32,0
159534,-0.6014264143659629,-1.1421647616338375,0.6230695349653916,-0.200975315260525,0.0242403825443244,0.2839054478645779,0.7791110185889111,-0.1109954954988953,0.5380786417334731,0.2707909804513144,-1.6238920376211192,0.4254351305278529,-0.4158105527745916,0.949698001174652,0.7387797577959188,1.071413817108673,0.2470791581396208,0.7414552687093154,-1.0984814302704835,-0.5305706165066438,0.0140449680948066,0.627601457448388,-0.6729241844321876,0.1499511738324505,-0.6439422688783326,-1.549272785128951,0.4548287675352018,-1.6425610991249324,7552.18,0
